Authors,Title,Source title,Link,Abstract
"Hendry L.C., Stevenson M., MacBryde J., Ball P., Sayed M., Liu L.",Local food supply chain resilience to constitutional change: the Brexit effect,International Journal of Operations and Production Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055264602&doi=10.1108%2fIJOPM-03-2018-0184&partnerID=40&md5=18f92bac0fa47cc1387fa002ba8a2475,"Purpose: The purpose of this paper is to investigate how local supply chains prepare for and respond to the threats and opportunities presented by constitutional change, thereby building resilience. Design/methodology/approach: Multiple case study analysis of 14 firms in the food sector is presented in the context of the UK’s impending exit from the European Union (Brexit). Organisations studied include farmers, processors, retailers and non-government organisations (NGOs). Data from interviews and roundtable discussions has been interpreted using the dynamic capabilities perspective, covering the sensing, seizing, and transforming stages. Findings: The data highlights the importance of both vertical and horizontal collaboration between supply chain actors as they seek to anticipate the impact of the disruption and influence the future shape of the constitution. There is also evidence to suggest firms in possession of dynamic capabilities can innovate to build resilience and enhance their competitive position. Characteristics of the disruption posed by constitutional change are identified and contrast with those of many other threats more typically described in the literature. As a result, the process of building resilience is different. Research limitations/implications: The study could be extended to include post-Brexit interviews to further understand the seizing and transforming stages whilst the impact of Brexit on actors that remain within the EU could also be considered. Practical implications: Practitioners need to work together to influence the future shape of the constitution; and they need to reconfigure their operations and supply chains where necessary to become more resilient to the threat posed by Brexit, such as by reducing their reliance on EU funding streams and trade. The study also has policy implications. Originality/value: The first study of supply chain resilience to constitutional change and a rare empirical study of resilience across multiple supply chain tiers."
"Caffrey L., Ferlie E., McKevitt C.",The strange resilience of new public management: the case of medical research in the UK’s national health service,Public Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051932077&doi=10.1080%2f14719037.2018.1503702&partnerID=40&md5=83b18e3098872900d62e1b4c78017aef,"Whether New Public Management (NPM) ideas and practices have remained resilient or are now in decline remains a topic of contention. We investigate the case of a national system, introduced in 2006, for performance managing medical research in the United Kingdom’s National Health System (NHS). We argue that the system conforms to traditional NPM, providing empirical evidence of its late adoption and resilience. We highlight potential conflicts in the adoption of NPM in this context and demonstrate for the first time the potential for this NPM-style system to produce unintended and unwanted consequences in the context of medical research."
"Mitchell M.S., Greenbaum R.L., Vogel R.M., Mawritz M.B., Keating D.J.","Can you handle the pressure? The effect of performance pressure on stress appraisals, self-regulation, and behavior",Academy of Management Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065721963&doi=10.5465%2famj.2016.0646&partnerID=40&md5=1aa3dfe640dbac96756eb0d9d8ffa092,"Performance pressure focuses employee efforts toward enhanced performance. It is unclear, however, whether performance pressure serves as a productive or unproductive strategy for producing beneficial work behavior. Our research provides clarity on the dynamic nature of performance pressure. We theorize that reactions to performance pressure are influenced by daily fluctuations in how the pressure is appraised, and these fluctuations explain why performance pressure can be a double-edged sword, producing bright and dark side effects for organizations. We predict that, on a daily basis, performance pressure may be appraised as a threat, which promotes self-regulation depletion that explains dysfunctional behavior (i.e., incivility); daily performance pressure may also be appraised as a challenge, which elicits engagement that explains enhanced task proficiency and citizenship. Trait resilience is predicted to moderate these effects, promoting performance pressure to be appraised as a challenge rather than a threat, which then mitigates the depleting effects that produce dysfunctional behavior and enhances the engaging effects that produce functional behavior. Results from an experience sampling study support our predictions. Implications for theory and research are provided."
"Buyl T., Boone C., Wade J.B.","CEO Narcissism, Risk-Taking, and Resilience: An Empirical Analysis in U.S. Commercial Banks",Journal of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062530110&doi=10.1177%2f0149206317699521&partnerID=40&md5=994f2ed0e607328031ac9f35978db8c2,"In this study, we investigate how CEO narcissism, in combination with corporate governance practices, impacts organizational risk-taking and how this in turn affects organizations’ resilience to environmental conditions. We examine these issues in the context of the recent collapse (systemic shock) of the U.S. banking industry in September 2008, using a sample of 92 CEOs from 2006 until 2014. We find that before the shock CEO narcissism positively affected the riskiness of banks’ policies, especially when compensation policies that encourage risk-taking (stock options) are in place. The positive effect of narcissism was dampened, however, when board monitoring was more effective (because of the presence of knowledgeable outsider directors). Furthermore, we find that these preshock features hamper organizations’ resilience to (economic) shocks, as banks led by more narcissistic CEOs before the September 2008 collapse experienced a slower recovery to preshock performance levels afterwards. This effect was partially mediated by banks’ preshock riskiness of policies. We attribute these effects to the associated depletion of the organizations’ internal resources (beyond slack). Post-hoc analyses further underscore this idea, showing that the U.S. government’s capital injections through the Troubled Assets Relief Program (TARP)—resolving the “problem” of resource depletion—moderated these effects."
"DesJardine M., Bansal P., Yang Y.",Bouncing Back: Building Resilience Through Social and Environmental Practices in the Context of the 2008 Global Financial Crisis,Journal of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061587144&doi=10.1177%2f0149206317708854&partnerID=40&md5=7a05273f105b44c3169e2887ead7afdd,"Even though organizational researchers have acknowledged the role of social and environmental business practices in contributing to organizational resilience, this work remains scarce, possibly because of the difficulties in measuring organizational resilience. In this paper, we aim to partly remedy this issue by measuring two ways in which organizational resilience manifests through organizational outcomes in a generalized environmental disturbance—namely, severity of loss, which captures the stability dimension of resilience, and time to recovery, which captures the flexibility dimension. By isolating these two variables, we can then theorize the types of social and environmental practices that contribute to resilience. Specifically, we argue that strategic social and environmental practices contribute more to organizational resilience than do tactical social and environmental practices. We test our theory by analyzing the responses of 963 U.S.-based firms to the global financial crisis and find evidence that support our hypotheses."
"Zhao K., Zuo Z., Blackhurst J.V.",Modelling supply chain adaptation for disruptions: An empirically grounded complex adaptive systems approach,Journal of Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066114963&doi=10.1002%2fjoom.1009&partnerID=40&md5=aabe7dba6e7b5b4a2b03221f58b37c92,"Through the development and usage of an agent-based model, this article investigates firms' adaptive strategies against disruptions in a supply chain network. Viewing supply chain networks as complex adaptive systems, we first construct and analyze a realworld supply chain network among 2,971 firms spanning 90 industry sectors. We then develop an agent-based simulation to show how the model of firms' adaptive behaviors can leverage competition relationships within a supply chain network. The simulation also models how disruptions propagate in the supply chain network through cascading failures. With the simulation, we seek to understand if a firm's adaptive behaviors can reduce the impact of disruptions in supply chain networks. Therefore, we propose, evaluate, and analyze two types of adaptive strategies a firm can leverage to reduce the negative effects of supply chain network disruptions. First, we deploy in our model a reactive strategy, which restructures the network in response to a disruption event among first-tier suppliers. Next, we develop and propose proactive strategies, which are used when a distant disruption is observed but has not yet hit the focal firm. We discuss the implications related to how and when firms can improve their resilience against supply disruptions by leveraging adaptive strategies."
"Ribeiro B., Shapira P.",Anticipating governance challenges in synthetic biology: Insights from biosynthetic menthol,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057238584&doi=10.1016%2fj.techfore.2018.11.020&partnerID=40&md5=f9e809ed4634fb5dd9744fa6c4a38c39,"This paper advances an anticipatory governance framework to investigate and prepare for the potential implications of an emerging technology. Within the growing domain of synthetic biology, we draw on an end-to-end assessment of biosynthetic menthol that incorporates consideration of multiple dimensions of production and use. Based on documentary analysis, available data, and interviews, our approach unfolds in three steps. First, we map the sociotechnical transition in menthol production, comparing existing agricultural and chemical production methods with new biosynthetic processes – or what we call the biological (bio) turn. Second, we explore the rationales, promises and expectations of menthol's bio-turn and explore the drivers of transition so as to clarify which goals and values innovation is addressing. Third, we reflect on the opportunities and challenges of such a transition to put forward an agenda for responsible innovation and anticipatory governance. The bio-turn in menthol is analysed through five responsible innovation dimensions: the potential distribution of benefits and burdens; social resilience; environmental sustainability; infrastructure and business models; and public perception and public interest. We consider the implications of our analysis both for the responsible development and application of synthetic biology for menthol and for the broader assessment and sociotechnical construction of emerging technologies."
"Durach C.F., Machuca J.A.D.",A matter of perspective – the role of interpersonal relationships in supply chain risk management,International Journal of Operations and Production Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043468051&doi=10.1108%2fIJOPM-03-2017-0157&partnerID=40&md5=c9ed039f223e106af0696cc4542d5c8f,"Purpose: The purpose of this paper is to, first, explore the role of interpersonal relationships between buying and supplying firms in the management of supply chain disruptions (SCDs). Interpersonal connections are proposed as “social lubricants” that can advance the knowledge about conventional interorganizational antecedents of firm resilience. Differentiating between high- and low-complexity manufacturing industries, the study then looks into how managers from these industry clusters can leverage the efficacy of these relationships through the appropriate use of interorganizational governance mechanisms. Design/methodology/approach: Structural equation modeling is conducted with data collected from 229 manufacturing firms in Austria, Germany and Switzerland. Industry clusters are formed via a Q-sort exercise. Findings: Results support the assumption of a socially embedded, interpersonal dimension in buyer-supplier relationships that impact organizational-level resilience. It is suggested that investments in interpersonal skills and interpersonal complementarity are significant antecedents of both relational and re-deployable firm resilience. Surprisingly, no support was found for a positive impact of interpersonal information sharing on firm resilience, challenging findings from previous studies on an interorganizational level. Interorganizational governance and industry affiliation each have moderating effects on the performance of the resilience efficacy of interpersonal relationship antecedents, suggesting the existence of an important managerial lever. Originality/value: Integrating the supply chain and behavioral science literature, this study is the first to investigate the interplay of interpersonal and organizational antecedents and their efficacy in the management of SCDs."
"Gunessee S., Subramanian N., Ning K.","Natural disasters, PC supply chain and corporate performance",International Journal of Operations and Production Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043487421&doi=10.1108%2fIJOPM-12-2016-0705&partnerID=40&md5=abd69f86616463bff7790f2f534c685b,"Purpose: The purpose of this paper is to provide quantitative evidence of natural disasters’ (NDs) effect on corporate performance and studies the mechanisms through which the supply chain moderates and mediates the link. Design/methodology/approach: Using two major NDs as quasi-experiment, namely the 2011 Japanese earthquake-tsunami (JET) and Thai flood (TF), and data over the period 2010Q1-2013Q4, effect of these events on end assemblers’ performance is studied, with a focus on the personal computer (PC) supply chain. The moderating influence of delivery and sourcing – as supply chain flexibility and agility – are examined through end assemblers’ and suppliers’ inventory. The suppliers’ mediating role is captured as disruption in obtaining PC components through their sales. Findings: Only JET had any negative effect, further quantified as short-term and long-term. The TF instead portrays an insignificant but positive aftermath, which is construed as showing learning from experience and adaptability following JET. Inventory matters, but differently for the two events, and suppliers only exhibit a moderating influence on the assemblers’ disaster-performance link. Originality/value: NDs, as catastrophic vulnerabilities, are distinct from other vulnerabilities in that they are hard to predict and have significant impact. Since little is known about the impact of NDs on firm performance and how supply chain mechanisms moderate or mediate their impact, they should be distinctly modelled and empirically studied from other vulnerabilities. This paper sheds light on supply chain resilience to such events with the role of dynamic capabilities."
"Meek J.W., Marshall K.S.",Cultivating resiliency through system shock: the Southern California metropolitan water management system as a complex adaptive system,Public Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028548715&doi=10.1080%2f14719037.2017.1364408&partnerID=40&md5=bab36b519e64728d2a07168d9c062979,"This study analyses the water management system in Southern California through the lens of complexity theory as it responds to system stressors and shock caused by severe and sustained draught. The study is grounded on the thesis that self-organization in the complex space of the water governance system creates the capacity to absorb spatial shock, and through this absorption process the space experiences resiliency. This paper identifies the attributes of spatial complexity of the Southern California metropolitan water management system, and analyses a spatial shock case that ignited stakeholder action that nurtured, promoted and furthered resiliency within the system."
Haynes P.,Understanding the influence of values in complex systems-based approaches to public policy and management,Public Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028522580&doi=10.1080%2f14719037.2017.1364411&partnerID=40&md5=091236015f6c978a129bac46bf125c2f,"Attempts to apply complexity theory to public management have focused on the dynamic systems environment. This accepts that in public systems there are many externalities, unstable processes, and indeterminate outcomes. Resulting practices have focused on system resilience, patterns of practice, and adaptability. This article revisits complex systems and theorizes public organizations as dynamic systems of public values. The rigour of such an original approach requires a juxtaposition of values with complexity theory. Theorizing value systems in public policy implies they are a key element of complexity and provides a significant development for understanding stable and unstable dynamics in public organizations."
"Kahn W.A., Barton M.A., Fisher C.M., Heaphy E.D., Reid E.M., Rouse E.D.",The geography of strain: Organizational resilience as a function of intergroup relations,Academy of Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049796869&doi=10.5465%2famr.2016.0004&partnerID=40&md5=5ef18c0bcd1c2505f3fd7e170cd108a4,"Organizational resilience is an organization’s ability to absorb strain and preserve or improve functioning, despite the presence of adversity. In existing scholarship there is the implicit assumption that organizations experience and respond holistically to acute forms of adversity. We challenge this assumption by theorizing about how adversity can create differential strain, affecting parts of an organization rather than the whole. We argue that relations among those parts fundamentally shape organizational resilience. We develop a theoretical model that maps how the differentiated emergence of strain in focal parts of an organization triggers the movements of adjoining parts to provide or withhold resources necessary for the focal parts to adapt effectively. Drawing on core principles of theories about intergroup relations, we theorize about three specific pathways—integration, disavowal, and reclamation—by which responses of adjoining parts to focal part strain shape organizational resilience. We further theorize about influences on whether and when adjoining parts are likely to select different pathways. The resulting theory reveals how the social processes among parts of organizations influence member responses to adversity and, ultimately, organizational resilience. We conclude by noting the implications for organizational resilience theory, research, and practice."
"Anglin A.H., Short J.C., Drover W., Stevenson R.M., McKenny A.F., Allison T.H.",The power of positivity? The influence of positive psychological capital language on crowdfunding performance,Journal of Business Venturing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047900670&doi=10.1016%2fj.jbusvent.2018.03.003&partnerID=40&md5=8837535c23948e14babe0d1c51a70e7d,"We extend the entrepreneurship literature to include positive psychological capital — an individual or organization's level of psychological resources consisting of hope, optimism, resilience, and confidence — as a salient signal in crowdfunding. We draw from the costless signaling literature to argue that positive psychological capital language usage enhances crowdfunding performance. We examine 1726 crowdfunding campaigns from Kickstarter, finding that entrepreneurs conveying positive psychological capital experience superior fundraising performance. Human capital moderates this relationship while social capital does not, suggesting that costly signals may, at times, enhance the influence of costless signals. Post hoc analyses suggest findings generalize across crowdfunding types, but not to IPOs."
"Huang H.H., Kerstein J., Wang C.",The impact of climate risk on firm performance and financing choices: An international comparison,Journal of International Business Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033686157&doi=10.1057%2fs41267-017-0125-5&partnerID=40&md5=03fc9b3381b7e4c611bbb24a0448271b,"Increasingly adverse climatic conditions have created greater systematic risk for companies throughout the global economy. Few studies have directly examined the consequences of climate-related risk on financing choices by publicly listed firms across the globe. We attempt to do so using the Global Climate Risk Index compiled and published by Germanwatch (Kreft & Eckstein, 2014), which captures at the country level the extent of losses from extreme weather events. As expected, we find the likelihood of loss from major storms, flooding, heat waves, etc. to be associated with lower and more volatile earnings and cash flows. Consistent with policies that attempt to moderate such effects, we show that firms located in countries characterized by more severe weather are likelier to hold more cash so as to build financial slack and thereby organizational resilience to climatic threats. Those firms also tend to have less short-term debt but more long-term debt, and to be less likely to distribute cash dividends. In addition, we find that certain industries are less vulnerable to extreme weather and so face less climate-related risk. Our results are robust to using an instrumental variable approach, a propensity-score-matched sample, and path analysis, and remain unchanged when we consider an alternative measure of climate risk. Finally, our conclusions are invariant to the timing of financial crises that can affect different countries at different times."
"Price L.L., Coulter R.A., Strizhakova Y., Schultz A.E.",The Fresh Start Mindset: Transforming Consumers' Lives,Journal of Consumer Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070195470&doi=10.1093%2fjcr%2fucx115&partnerID=40&md5=459b22c83017d676ce3c324b9e092235,"This article introduces the fresh start mindset, defined as a belief that people can make a new start, get a new beginning, and chart a new course in life, regardless of their past or present circumstances. With historical roots in American culture and neoliberalism, and with contemporary links to liquid modernity and global consumer culture, this mindset structures reasoning, experience, and everyday language, and guides behavior across self- and other-transformative consumption domains. We develop a six-item scale (FSM) to measure the fresh start mindset and situate it within a broader nomological network, including growth mindset, personal capacity for change, optimism, future temporal focus, internal locus of control, self-efficacy, perseverance, resilience, and consumer variety seeking. Individuals with a stronger (vs. weaker) fresh start mindset invest in transformative change through changing their circumstances, including their own consumption choices (e.g., buying a new pair of sunglasses and getting a new self); they also are more supportive of transformative programs that assist those who are challenged to get a fresh start (i.e., disadvantaged youth, at-risk teens, veterans, and tax-burdened adults). Our work significantly contributes to transformative consumer research with attention to self-activities and programs for vulnerable populations that enable new beginnings."
"Hills J.M., Μichalena E., Chalvatzis K.J.",Innovative technology in the Pacific: Building resilience for vulnerable communities,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044371275&doi=10.1016%2fj.techfore.2018.01.008&partnerID=40&md5=2be5a72a12ec6bec17f6f57b4537ac28,"Transitioning to sustainability will require innovation, not just in technological and economic terms but also in governance and culture. The work presented here sought a remote, vulnerable island context (Fiji, South Pacific) to enable further insight into the innovation process related to resilience and sustainability. The innovation targeted by this work was off-grid solar renewable energy (RE) systems framed as a development instrument to promote local, community-based resilience to climate change through increased livelihood security and reduction of climate change effects. Applying a local-level resilience framework to solar technology use, we conclude that the RE system can improve resilience, however, unintended consequences included a rush for energy usage causing a “tragedy of commons” of finite stored energy and subsequently increased supplementary fossil fuel use. This suggests that there are still missed resilience opportunities in the way that the innovation is implemented in developing countries and remote areas in particular. Further analysis demonstrated that improved planning at the socio-technological interface has the potential to strengthen communities’ resilience. With significant RE investments required for a transition to a low-carbon future in many developing countries, there is a pressing need to effectively introduce innovative uses of technologies. Existential threats to many local communities, and some nations in the Pacific may mean that sub-optimal innovation will not be enough."
"Rao H., Greve H.R.",Disasters and community resilience: Spanish flu and the formation of retail cooperatives in Norway,Academy of Management Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039746159&doi=10.5465%2famj.2016.0054&partnerID=40&md5=2b77ba6163ff82ce3ddd6a0f601183c4,"Why are some communities resilient in the face of disasters, and why are others unable to recover? We suggest that two mechanisms matter: the framing of the cause of the disaster, and the community civic capacity to form diverse non-profits. We propose that disasters that are attributed to other community members weaken cooperation and reduce the formation of new cooperatives that serve the community, unlike disasters attributed to chance or to nature, which strengthen cooperation and increase the creation of cooperatives. We analyze the Spanish Flu, a contagious disease that was attributed to infected individuals, and compare it with spring frost, which damaged crops and was attributed to nature. Our measure of resilience is whether the community members could form retail cooperatives-non-profit community organizations. We find that communities hit by the Spanish Flu during the period 1918-1919 were unable to form new retail cooperatives in the short and long run after the epidemic, but this effect was reduced over time and countered by civic capacity. Implications for research on disasters and institutional legacies are outlined."
"Bothello J., Salles-Djelic M.-L.",Evolving Conceptualizations of Organizational Environmentalism: A Path Generation Account,Organization Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038867203&doi=10.1177%2f0170840617693272&partnerID=40&md5=1b605dc58fa10b8889422211efd772ba,"Over the past 30 years, organizations of many different kinds have introduced environmental preoccupations into decision-making, engaging with – and in many cases co-constructing – a striking array of rankings, best practices, standards and other governance tools. However, there has thus far been surprisingly little exploration of the evolving normative implications of environmentalism: existing organizational research treats environmentalism as a static, uniform and quasi-naturalistic phenomenon. In this article, we argue instead that environmentalism is fluid and multifaceted, evolving over time to produce differing conceptualizations that become affiliated with – and mobilized by – particular groups of actors. Using the theoretical framing of path generation, we identify how environmentalism follows a path characterized by episodes of re-conceptualization and re-labelling, a discursive evolution reflecting incremental yet consequential interactions with other institutional paths. We engage in a conceptual history to identify junctures where environmentalism meets with other institutional trajectories, facilitating shifts in meaning. We identify moments of crookedness in the transnational environmental path that are symbolically reflected in label changes – from the emergence of “sustainable development” in the 1980s, to “sustainability” in the 1990s, and more recently, an offshoot towards “resilience”. Those label changes are not only, we propose, symbolic markers but are also performative and entrench consequential regime transformations with regard to environmentalism. Through our exploration, we contribute to theory development while also generating empirical implications: theory-wise, we identify mechanisms of path generation that inform broader debates around path dependence. Empirically, we illustrate how different variants of environmentalism are connected to specific meaning systems, exhibiting affinity with different organizational fields."
"Kwak D.-W., Seo Y.-J., Mason R.","Investigating the relationship between supply chain innovation, risk management capabilities and competitive advantage in global supply chains",International Journal of Operations and Production Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038818196&doi=10.1108%2fIJOPM-06-2015-0390&partnerID=40&md5=cb346eb140aba20c9c0418e921d344f1,"Purpose: The purpose of this paper is to propose and validate a theoretical model to investigate whether supply chain (SC) innovation positively affects risk management capabilities, such as robustness and resilience in global SC operations, and to examine how these capabilities may improve competitive advantage. Design/methodology/approach: A theoretical model was developed from extant studies and assessed through the development of a large-scale questionnaire survey conducted with South Korean manufacturers and logistics intermediaries involved in global SC operations. The data were analysed using confirmatory factor analysis and structural equation modelling to validate the suggested model. Findings: It was found that innovative SCs have a discernible positive influence on all dimensions of risk management capability, which in turn has a significant impact on enhancing competitive advantage. Therefore, this work provides evidence for the importance of SC innovation and risk management capability in supporting competitive advantage. Research limitations/implications: This study contributes to providing an empirical understanding of the strategic retention of SC innovation and risk management capabilities in the SC management discipline. Furthermore, it confirms and expands existing theories about innovation and competitive advantage. Practical implications: The finding provides firm grounds for managerial decisions on investment in technology innovation and process innovation. Originality/value: This research is the first of its kind to empirically validate the relationships between SC innovation, risk management capabilities and competitive advantage."
"Teles M.D.F., De Sousa J.F.","Linking fields with GMA: Sustainability, companies, people and Operational Research",Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019553279&doi=10.1016%2fj.techfore.2017.05.012&partnerID=40&md5=81edb1b059b66601e810bf28a6ca8d56,"This article is about making decisions concerning the management of sustainability, decisions that may influence the use or protection of natural resources or address difficult societal choices. Managers have more and more to tackle a diversity of problems in a rigorous and transparent way. One of the distinctive features of these decisions is that managers must give attention to both the values of people affected and factual information concerning the potential consequences of actions. This imposes the adoption of new methods for structuring spaces, strategy alternatives, and organizational planning. The support from operational research analysts becomes increasingly important, as we are dealing with people mostly without strong quantitative or model-building backgrounds. With the presence of different perspectives and mental models, behavior elements are at the core of the problem and unintentional biases in model use may occur. Our intention is to help promote the transference of knowledge to and within companies so that they may assure resilience. We found in general morphological analysis a great help for that. We want to make available a meta-model based on Operational Research for fields involving public resources and multiple interests to aid current and future managers of companies. We conclude the article with two case studies to illustrate our approach."
"Gao C., Zuzul T., Jones G., Khanna T.",Overcoming Institutional Voids: A Reputation-Based View of Long-Run Survival,Strategic Management Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016576087&doi=10.1002%2fsmj.2649&partnerID=40&md5=7d8ff15cc8a4ed764351fa6b695b3846,"Research summary: Emerging markets are characterized by underdeveloped institutions and frequent environmental shifts. Yet, they also contain many firms that have survived over generations. How are firms in weak institutional environments able to persist over time? Motivated by 69 interviews with leaders of emerging market firms with histories spanning generations, we combine induction and deduction to propose reputation as a meta-resource that allows firms to activate their conventional resources. We conceptualize reputation as consisting of prominence, perceived quality, and resilience, and develop a process model that illustrates the mechanisms that allow reputation to facilitate survival in ways that persist over time. Building on research in strategy and business history, we thus shed light on an underappreciated strategic construct (reputation) in an undertheorized setting (emerging markets) over an unusual period (the historical long run). Managerial summary: Why are some firms able to persistently survive in challenging, uncertain, and underdeveloped business environments? To explore this question, we analyze in-depth interviews with leaders of emerging market firms that have survived over decades and even centuries. We find that firm reputation is a key strategic driver, and propose new ideas about the ways through which reputation facilitates survival. We elaborate how a favorable reputation allows a firm to more fully utilize its existing resources by decreasing uncertainty. We also propose that reputation has offensive and defensive properties that make it valuable to firms during both positive and negative economic cycles. Finally, we discuss why a reputation-based source of competitive advantage is hard to imitate, and outline three general approaches for building reputation. Copyright"
"Kishita Y., McLellan B.C., Giurco D., Aoki K., Yoshizawa G., Handoh I.C.",Designing backcasting scenarios for resilient energy futures,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012866774&doi=10.1016%2fj.techfore.2017.02.001&partnerID=40&md5=108bc27897b6eb857afde09436864c96,"The concept of resilience is a crucial part in crafting visions of desirable futures designed to withstand the widest variety of external shocks to the system. Backcasting scenarios are widely used to envision desirable futures with a discontinuous change from the present in mind. However, less effort has been devoted to developing theoretical frameworks and methods for building backcasting scenarios with a particular focus on resilience, although resilience has been explored in related sustainability fields. This paper proposes a method that helps design backcasting scenarios for resilient futures. A characteristic of the method is to delineate “collapse” futures, based upon which resilient futures are described to avoid the various collapsed states. In the process of designing backcasting scenarios, fault tree analysis (FTA) is used to support the generation of various risk factors and countermeasures to improve resilience. In order to test the effectiveness of the proposed method, we provide a case study to describe resilient energy systems for a Japanese community to 2030. Four expert workshops involving researchers from different disciplines were organized to generate diversified ideas on resilient energy systems. The results show that three scenarios of collapsed energy systems were described, in which policy options to be taken toward achieving resilient energy systems were derived."
Dutta S.,"Creating in the Crucibles of Nature’s Fury: Associational Diversity and Local Social Entrepreneurship after Natural Disasters in California, 1991–2010",Administrative Science Quarterly,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026817688&doi=10.1177%2f0001839216668172&partnerID=40&md5=0dbb17a22b16e3dc45a864bd7ae65097,"This paper examines foundings of human services organizations after natural disasters such as floods, earthquakes, wildfires, hurricanes, and tsunamis and explains why only some communities bounce back by founding appropriate collective-goods organizations. Using natural disasters in California counties from 1990 to 2010 as shocks that exogenously impose a need for collective goods over and above the level endogenous to the community, this paper shows that a geographic community’s local organizing capacity rests on the richness of its repertoire of voluntary organizing models as reflected in the diversity of its voluntary associations. Such diversity is even more critical when the type of natural disaster is more unexpected or complex (e.g., both a wildfire and an earthquake) in an area, and the organizational challenges posed are thus more novel for the community. Associational diversity has positive effects on both the numbers and aggregate size of foundings of local (non-branch, secular) human services organizations, and the effects are generalizable to other endogenous demand conditions such as poverty. Results also show how different kinds of variety can have opposing effects on organizing capacity after a disaster, with associational diversity having a positive effect, political diversity having a negative effect, and racial diversity having no significant effect, net of other factors. The paper concludes with a call for treating community resilience as a matter of enhancing local organizing capacity over centralized planning efforts when the environment is rapidly changing."
"Shaw D.R., Grainger A., Achuthan K.",Multi-level port resilience planning in the UK: How can information sharing be made easier?,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020853346&doi=10.1016%2fj.techfore.2016.10.065&partnerID=40&md5=845f61a6e70f20aae4c356cc535de831,"Port resilience planning is a subset of the wider disaster resilience literature and it is concerned with how port stakeholders work together to make port systems more resilience. Port stakeholders include government departments, the port operator, ship operators, importers, agents and logistics firms. Ports are vital for the operation of cities and whole countries, especial island nations like the UK. Single port systems are multi-level systems with complex operational-level relationships and interdependencies. Additional levels to this include government and the policy-level. Preparing for the crises and disasters that might befall ports requires information sharing between stakeholders about key dependencies and alternative actions. The complexity of ports presents barriers to information sharing; as do commercial and political sensitivities. This paper uses a multi-level case study on the UK's system of ports to propose an approach to information sharing that uses the subjectivity of information from a supplier's perspective and from a user's perspective to reduce barriers of complexity, confidentiality and political sensitivity."
"Hernantes J., Labaka L., Turoff M., Hiltz S.R., Bañuls V.A.",Moving forward to disaster resilience: Perspectives on increasing resilience for future disasters,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019356940&doi=10.1016%2fj.techfore.2017.05.011&partnerID=40&md5=fb671fefe4209b5e7fc45853756d0bcf,[No abstract available]
"Dorasamy M., Raman M., Kaliannan M.",Integrated community emergency management and awareness system: A knowledge management system for disaster support,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018643134&doi=10.1016%2fj.techfore.2017.03.017&partnerID=40&md5=a8955031d150c69e72779b972d946811,"The initial start of this paper deals with reviewing the literature on Emergency Management Information Systems (EMIS) and integrating it into a Knowledge Management System (KMS) structures. This leads to the ability to take information seeking tasks in Emergency Management and translate it to a path in Knowledge Management Structure. This was used to develop an ability to compare current time requirements for information via current data-bases and phones with the performance of an integrated Knowledge Management System in 128 emergency managers of the Government of Malaysia via multi-method strategy including survey, interviews and simulation tests. This led to the recognition of the potential of such a system for the country and the initial parameters of a prototype of the first implemented system design. The resulting integrated Community Emergency Management and Awareness Systems (iCEMAS) is a prototype KMS that was developed and tested. This paper seeks to emphasize that a KMS for emergency management must incorporate features that enable role changes and allow people to access changes based on the situational requirement. The paper provides a highly concise overview and results that supplements our systematic review of KMS in Emergency Management in 2013."
