Source title,Abstract,Authors,Title,Link
"Environment, Development and Sustainability","The sustainable transition, which requires a combination of natural and human resources to foster the development and protection of ecosystems, is a challenge of civil society. New approaches may be proposed to support enterprises in identifying the appropriate strategic criteria for their sustainability initiatives, which are eventually documented in corporate sustainability reports. The present paper focuses on the food industry, particularly with regard to pasta production. The analytic hierarchy process method was used to assign relevance to sustainability criteria, according to the judgment of 10 academic experts. The initial criteria were selected from the sustainability reports of a virtuous and Italian pasta producer, La Molisana S.p.A., and divided into four categories: (1) people and community, (2) innovation and new product development, (3) commitment to the environment and (4) local supply chain and traceability. Promotion of social and economic development in the local community emerged as the most relevant criterion, followed by business development and promotion of talent. The people and community category was deemed most strategic for sustainability, while social and economic dimensions were given less relevance. Stakeholder engagement was proposed as an order winner for sustainable strategies. The present work has relevant methodological implications, as it shows that the analytic hierarchy process, applied in conjunction with a sustainability materiality matrix, may provide new and useful information for strategy and communication. In terms of operational implications, an enterprise’s historical connection to an area may attract global recognition and increase brand value through higher raw material quality, the harmonisation of human and natural resources, and synergy with the tourism industry.",D’Adamo I.,The analytic hierarchy process as an innovative way to enable stakeholder engagement for sustainability reporting in the food industry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139644934&doi=10.1007%2fs10668-022-02700-0&partnerID=40&md5=e2136918ae1be3b1ffdb003d7e461e52
Sustainability (Switzerland),"The swine diet formulation in the United States of America (U.S.A.) is entering a new era of decision making to promote low-carbon pork production systems. As a part of the decision-making process, the precision nutrition approaches to customize diet and alternative feeding options that are economically viable and environmentally sustainable are given priority. Hence, the objective of this study is to identify an alternative diet over a standard corn–soybean meal diet. The byproducts from the supply chain of human food and biofuels, i.e., distiller-dried grain with solubles (DDGS), are chosen as an alternative option to formulate a swine diet. First, two alternative byproduct diets with low and high DDGS inclusion (10.1% and 28.8%, respectively) were formulated using the least-cost technique. Second, a life cycle inventory was created, followed by data collection from the key sources, including DATA SMART-2017, USDA, RIA-GREET 2018, and the relevant literature. Third, in SimaPro 8.5.2.0 (PRé Sustainability: LE Amersfoort, The Netherlands), the ReCiPe 2016, the midpoint method by economic allocation was used to investigate the environmental footprint of the formulated diets to inform sustainability decisions of swine-farm managers. The considered functional unit is the ‘lb diet’, and the system boundary is the farm gate that considers only the feed production stage. The observed results include global warming potential, land use, water consumption, fossil resources scarcity, and terrestrial ecotoxicity. The comparative results of a 28.8% DDGS diet over the standard corn–soybean meal diet for the displacement ratio of 0.69 show an approximate global warming potential saving of 0.04 kg CO2 eq. per lb DDGS feed at the feed production stage. Moreover, the DDGS displacement ratio of 0.69 does not significantly impact water consumption and fossil resources; however, it can reduce land use by 26% and terrestrial ecotoxicity by 8% compared to the standard diet. Overall, the quantified environmental footprint results of the byproduct DDGS diets indicate that the footprints of DDGS diets were lower than the standard diet.","Haque M.A., Liu Z., Demilade A., Kumar N.M.",Assessing the Environmental Footprint of Distiller-Dried Grains with Soluble Diet as a Substitute for Standard Corn–Soybean for Swine Production in the United States of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123102093&doi=10.3390%2fsu14031161&partnerID=40&md5=1f0c7123cd67f0d8b83719090fa3b3bb
International Journal of Environmental Science and Technology,"The synergy between Distributed Ledger Technologies, like blockchain technology and circular economy, can lead to economic, environmental, and social sustainability through protecting natural resources, optimizing processes, fostering system effectiveness, designing out waste, and also providing job opportunities. Nevertheless, industries and their supply chain need to consider several requirements for blockchain implementation to realize a circular economy. To achieve this goal, requirements for implementing blockchain technology in construction supply chain were prioritized based on circular economy attributes. For multiple-criteria decision analysis and making our preference decision, we employed the new-founded multi-attribute decision-making (MADM) method, the “Fuzzy Ordinal Priority Approach (Fuzzy OPA).” Under uncertainty conditions, this method can determine fuzzy weights of circular economy attributes and fuzzy scores of blockchain requirements using linguistic variables. The results obtained from the case study show that three high-ranked requirements for implementing blockchain are (1) developing circular economy attributes on platforms, (2) intra-organizational considerations, and (3) technological requirements and collaboration infrastructure. To discuss the circular economy, we used the ReSOLVE framework, consisting of six attributes “Regenerate, Share, Optimize, Loop, Virtualize, and Exchange.” According to research findings, blockchain implementation can move the construction industry toward a circular economy through (1) regenerating environment, (2) optimizing systems performance, and (3) looping and circulating products.","Sadeghi M., Mahmoudi A., Deng X., Luo X.",Prioritizing requirements for implementing blockchain technology in construction supply chain based on circular economy: Fuzzy Ordinal Priority Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132851119&doi=10.1007%2fs13762-022-04298-2&partnerID=40&md5=963412a9c0bec201cbcd48c1b92130d7
Lecture Notes in Mechanical Engineering,"The technological evolution that enterprises are facing is increasingly fast and dynamic, demanding more and more flexibility and agility in the application of new technologies in an increasingly globalized and competitive business environment. This work has a broad view of the influence of industry 4.0 in the global supply chain companies, as it is essential for long-term business sustainability and one of the main drivers of profitability and growth. The model proposed in this research effort considers the application in the processes of a global company in the supply chain, which includes from the beginning of the demand request, also the industrial activities, to the analysis of the post-sale; finally, an unprecedented indicator was developed to measure the level of application of industry 4.0 concepts in organizations according to the state of the art in the evaluated processes. Then, the model was applied to the real case of a global high-tech supply chain company. The first findings demonstrate the ease of understanding and applicability of the model for companies to analyze the digital transformation in their processes and identify gaps to convert them into real opportunities to leverage their business.","Honorato C., de Melo F.C.L.",Industry 4.0: The Case-Study of a Global Supply Chain Company,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119438864&doi=10.1007%2f978-3-030-90700-6_55&partnerID=40&md5=d0856aeea910d68d660e2083a160ffd2
"Environment, Development and Sustainability","The terms sustainability in the supply chain has increasingly received significant attention in academia and industries in recent years, which obliges the government and private sectors to adhere sustainability. In this regard, businesses are responsible for their activities’ social, environmental, and economic aspects, named triple bottom line. This paper studies sustainable supply chain practices in the mobile industry aiming at exploring sustainable supply chain practices under context of big data. In addition, the relationship of circular economy versus sustainability is under discussion and remains ambiguous. This research contributes to this discussion by providing new insight into exploring the role of circular economy in basic and advanced sustainable supply chain practices. The main focus of this paper is to investigate customers’ points of view since it is desirable and imperative to reach their expectations. From customers’ point of view, sustainability governs their health and environment resulting in persuading decision makers’ sensitivity to customers’ perceptions and pressures in formulating supply chain strategies. Therefore, we conducted a thematic analysis, a powerful method that strives to understand experiences and opinions on social media from August 2017 to July 2019 looking over customers’ perceptions patterns. The findings reveal that environmental practices in the basic and advanced categories have the most significant attention compared to other triple bottom line dimensions by customers on social media. The findings reflect strong relation between advanced sustainable supply chain practices and circular economy. This study will conclude that mobile phone companies consider circular economy as a means to improve their advanced sustainable supply chain practices.","Mirzaei S., Shokouhyar S.",Applying a thematic analysis in identifying the role of circular economy in sustainable supply chain practices,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126006861&doi=10.1007%2fs10668-022-02217-6&partnerID=40&md5=5da91adf11ef69bd49a3572381f67ad5
Waste Management and Research,"The textile and clothing industry sector has today a big environmental impact, not only due to the consumption of water and the use of toxic chemicals but also due to the increasing levels of textile waste. One way to reduce the problem is to circularise the, currently linear, textile and clothing value chain, by using discarded clothes as raw material for the production of new clothes, transforming it into a model of circular economy. This way, while reducing the need to produce new raw materials (e.g. cotton), the problem of textile waste produced is also reduced, thus contributing to a more sustainable industry. In this article, we review the current approaches for traceability in the textile and clothing value chain, and study a set of technologies we deem essential for promoting the circular economy in this value chain – namely, the blockchain technology – for registering activities on traceable items through the value chain, and the Internet of Things (IoT) technology, for easily identifying the traceable items’ digital twins.","Alves L., Ferreira Cruz E., Lopes S.I., Faria P.M., Rosado da Cruz A.M.",Towards circular economy in the textiles and clothing value chain through blockchain technology and IoT: A review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118246449&doi=10.1177%2f0734242X211052858&partnerID=40&md5=40d5f39764c11b0fd94b0a279a6e0728
Environmental Footprints and Eco-Design of Products and Processes,"The textile and food industries are two sectors whose water consumption generates a significant environmental footprint. The production of industries must be focused on sustainability if the organizations for these sectors are improved. Therefore, it is necessary to focus the analysis on the sustainable alternatives applied in the supply chain by applying circular strategies. This chapter presents water use and its water footprint in the industries above. In addition, some strategies applied to improve water footprint levels—which involve water consumption and pollution—through circular strategies are presented. Finally, some trends and external and internal factors that can determine the successful implementation of a sustainable supply chain are presented.","Juarez-Rojas L., Alvarez-Risco A., Campos-Dávalos N., de las Mercedes Anderson-Seminario M., Del-Aguila-Arcentales S.",Water Footprint in the Textile and Food Supply Chain Management: Trends to Become Circular and Sustainable,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127886631&doi=10.1007%2f978-981-19-0549-0_11&partnerID=40&md5=b6773556acf378523a8feadb9662d34b
Melliand International,"The textile industry is too often environmentally harmful and not very people friendly. However, things cannot go on like this, and many stakeholders now agree. 12.5% of the global fashion market has already committed itself to the circular economy. This trend is on the rise, while 1 in 3 consumers has already purchased something sustainable. Those who have the opportunity to do so seem to reach for sustainable products, but the majority of consumers are sticking to the low-priced offers. Price often plays a major role, and sustainably produced textiles are often a more expensive alternative. Politicians want this to change, which is why the previous German government launched the Supply Chain Sourcing Obligations Act (LkSG). It will apply to companies with 3,000 or more employees from 2023, and 1 year later it will apply to all organizations with more than 1,000 employees. In accordance with the UN Guiding Principles on Business and Human Rights, it obliges companies to determine the extent to which their business activities may lead to human rights violations and environmental pollution and to prevent this in the future. The German Federal Office of Economics and Technology monitors compliance with the law, and violations can be punished with fines and sanctions. Many companies are already complying with these requirements and a greater number of companies in the fashion industry are also focusing on sustainability and positioning themselves accordingly.",Müßle T.,"The Supply Chain Act: an opportunity, not an obstacle",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137394661&partnerID=40&md5=38b4f8cecfc654018d30875c84d743f5
Sustainability (Switzerland),"The thriving circular economy is expected to contribute to all three dimensions of sustainable development: environmental, economic, and social. This paper aims to propose a framework to assess social indicators to support circular business models. To validate the framework, we conducted a case study in a medium-size Italian footwear luxury industry, using the Value Focused Thinking–VFT. This approach was used to define proper social indicators to measure the perception of the company’s managers related to the level of incorporation of social dilemmas in the company. We collect data through interviews, documental analysis and direct observation from October/2019 until August/2020 and apply a questionnaire in 2020/2021. The novelty of this paper lies in the proposition of a framework to assess the social indicators in broad categories, capable of covering all supply chains: Corporation, Community; Consumers; Suppliers; Human Rights and Human Resources. Another novelty is related to the analysis of indicators in terms of strategic, tactical, and operational levels, similarly to the idea of a Balanced Scorecard, which was allowed by applying the VFT approach.","Bianchini A., Guarnieri P., Rossi J.",A Framework to Assess Social Indicators in a Circular Economy Perspective,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133585961&doi=10.3390%2fsu14137970&partnerID=40&md5=96c103bf4adf04469e6765347baf93e2
Supply Chain Forum,"The tourism industry was seen as one of the main beneficiaries of globalisation prior to the outbreak of the Covid-19 pandemic. However, while tourism is a major driver of economic growth and social well-being, a transformation of the industry towards more sustainable practices along the tourism supply chain (TSC) is needed to ensure that sustainable development goals can be reached. As sustainable supply chain management (SSCM) practices are critical for this transformation, the present study maps previous research on SSCM in tourism within a systematic literature review. Based on an analysis of 44 peer-reviewed journal papers, we found a strong emphasis on tour operators, hotels, and transport providers being concerned with practicing SSCM while actors managing the destination (e.g., Destination Management Organizations) have rarely been studied. Sustainability practices in TSCs can be enhanced by linking traditional and non-traditional actors on the multiple tiers and levels of a tourist destination. We accordingly propose potential research avenues to stimulate future research activities.","Gruchmann T., Topp M., Seeler S.",Sustainable supply chain management in tourism: a systematic literature review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131720600&doi=10.1080%2f16258312.2022.2085504&partnerID=40&md5=a446e37727dae413820fa1271fe03333
Transportation Research Part E: Logistics and Transportation Review,"The traditional agricultural supply chain (ASC) has been overwhelmed by several challenges, including financing risk, counterparty risk, and lack of consumer trust. Platforms based on blockchain technology combined with Internet-of-Things technology have emerged to address these challenges by improving supply chain visibility, guaranteeing the execution of contracts, and increasing the authenticity of products’ provenance information in the ASC. This study analyzes how the adoption of a blockchain-based platform can affect the decisions of ASC participants and identifies how the platform creates value for the supply chain by addressing these three challenges. We consider a two-level supply chain featuring a typical cooperative and a buyer and establish stylized game models with and without the blockchain-based platform. By comparing equilibrium outcomes with and without the blockchain-based platform, we show that the involvement of the blockchain-based platform can lead to increased production quantity and total surplus of the supply chain. This can also motivate more sustainability/green investment to produce greener products. Interestingly, we show that the value of the blockchain-based platform decreases in the credibility of the business environment in which the supply chain operates. Furthermore, the buyer will always benefit from the established blockchain-based platform, whereas the cooperative can benefit in most cases but could be worse off under certain conditions. The adoption and operational costs could outweigh the benefits caused by the addition of the blockchain-based platform.","Cao Y., Yi C., Wan G., Hu H., Li Q., Wang S.",An analysis on the role of blockchain-based platforms in agricultural supply chains,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131052584&doi=10.1016%2fj.tre.2022.102731&partnerID=40&md5=b17be5f6a9b9c8209d3aab300d3cbe78
IOP Conference Series: Earth and Environmental Science,"The traditional construction logistics is managed in silos, which leads to time losses on sites and increased project costs due to repeated handling/moving of materials. Moreover, these uncontrolled flows of deliveries also have a proved environmental impact. Alternative approaches intend to centralize these flows using a Construction Consolidation Centre (CCC), which allows to deliver material just-in-time as a kit, directly at the workplace. The purpose of this research is to evaluate if this supply chain management methods can drive the construction sectors towards more efficient and sustainable practices. Therefore, this paper describes, from the General Contractor's perspective, the implementation of a CCC between 2019 and 2020 for a Residential Tower project, for the first time in Luxembourg. Increased productivity, reduced costs, and reduced carbon footprint of the transportation flows were observed based on measures throughout the entire project. Beyond these evidences that more sustainable practices are achievable in construction, the paper discusses adherence of workers and subcontractors as well as organisational and technological prerequisites and perspectives. Accordingly, this collaborative model appears as a relevant way to build and strengthen partnerships between the construction stakeholders by improving day-to-day work. Therefore, CCC and kitting appear as a practical solution for the current economic and environmental challenges and more awareness should be put on this topic to allow its diffusion to the whole sector.","Maatar O., Trost R., De Bruyne I., Van Dromme H., Berroir F.",Smart logistics for urban construction sites (CCC),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139144589&doi=10.1088%2f1755-1315%2f1078%2f1%2f012046&partnerID=40&md5=4e0b883aa9aa7875062643e62abd89fb
"Journal of Open Innovation: Technology, Market, and Complexity","The traditional global food supply chains are not just complex, but they do not support the sustainability of agriculture. The business models with the greatest growth potential are those that would allow consumers to buy more directly from producers. Before COVID-19, these alternatives were not just popular but had a relatively high market share compared to post COVID-19 era. However, due to the pandemic and the changes in consumers’ purchasing behavior, the players of short food supply chains had to adapt to the new circumstances. This is why business model innovation is nowadays a priority, which means a substantial renewal of the value delivered to customers, and a significant transformation of the processes and activities of the company/network. The study aimed to examine the dynamic innovation through applied digital marketing solutions that could open up new sales channels and increase the competitiveness of the companies involved. Since Austria is one of the “greenest” countries, its consumers are interested in purchasing sustainably, so they strive to buy directly from the producers. This motivates the authors to use its representative sample to investigate how well adapted the Austrian direct sellers are to the unsteady circumstances. Based on a previous research framework, a principal component analysis was applied and the elements defined therein were the variables of non-hierarchical clustering. The used methods highlight the lack of online distribution and marketing of the farmer shops, which could multiply the harmful effects of the pandemic. The classification of the shops demonstrated the generally low share of innovative direct sellers. We conclude that in the new era, businesses that effectively apply open business innovation models will be able to compete in the market.","Csordás A., Pancsira J., Lengyel P., Füzesi I., Felföldi J.",The Potential of Digital Marketing Tools to Develop the Innovative SFSC Players’ Business Models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138739444&doi=10.3390%2fjoitmc8030122&partnerID=40&md5=b2467badbeb0b382175aa850d5d03cb1
Energy Economics,"The transition of societies to a low carbon future presents several important political economy challenges. For example, can the deployment of low carbon solutions deliver economic prosperity and support policy makers in developing decarbonisation policy pathways around which societal and political consensus can build and be sustained? Taking the example of decarbonising private transport in the UK, we use a computable general equilibrium model – informed by energy systems analysis – to consider the potential wider economy impacts, over different timeframes, of electricity network upgrade costs to enable the EV rollout required by 2050. We demonstrate opportunities for both transitory and sustained gains in GDP, employment, and earnings across the UK economy. The key source of sustained expansion is the strength of domestic supply chains supporting the UK electricity sector. However, the transition pathway is sensitive to how network upgrade costs and trajectories respond to the speed of consumer behaviour adjustments, and to the price impacts of constrained wider economy expansion, with notable implications for the price of electricity. The key outcome of concern for UK policymakers is how a lasting constraint on total labour supply means that the EV rollout is associated with lasting impacts on electricity and other consumer prices.","Alabi O., Turner K., Katris A., Calvillo C.","Can network spending to support the shift to electric vehicles deliver wider economy gains? The role of domestic supply chain, price, and real wage effects",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128326108&doi=10.1016%2fj.eneco.2022.106001&partnerID=40&md5=ee9a81b50e97fa0d6d68b4fae1db459d
IOP Conference Series: Earth and Environmental Science,"The transition to a Circular Economy (CE) requires designers to, more than ever, concurrently develop a circular design, supply chain and business model, and anticipate how products and buildings function over time. To address these challenges, recent studies identified specific knowledge and competencies for designers. However, it remains unknown to what extent future designers (students) are prepared to address the CE in design practice. Therefore, this study investigates how architecture students currently interpret the CE concept and whether that aligns with how they apply the concept in a design assignment. For two years, a workshop was organized with a total of 320 architecture students. The students utilized a card-based circular design tool to conceptualise circular solutions for cases varying in scale and context. According to the students, the main challenge of design for a CE relates to holistic perspectives and systems thinking. The students associate the CE strongly with the reuse of existing (waste) materials, yet results of the design assignment show holistic and diverse approaches of incorporating CE principles. The study identified slight discrepancies between experienced challenges and reported necessary knowledge of designing for a CE, which could relate to the changing role of architects in a CE.","Dokter G., Jansen B.W., Thuvander L., Rahe U., Duijghuisen J.A.",Cards for Circularity (CFC): Reflections on the use of a card-based circular design tool in design education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139127486&doi=10.1088%2f1755-1315%2f1078%2f1%2f012057&partnerID=40&md5=bde07e5828aa9b806b5d69adf649b8dd
Industrial Marketing Management,"The transition to a circular supply chain is a prerequisite for the agri-food sector to address growing consumer pressure for sustainability while meeting the required standards of quality and safety. Although traceability systems contribute notably to agri-food sustainability, their function as a core mechanism for monitoring and managing the transition from linear to circular supply chains has been neglected. Our objective in this study is to explore the role of traceability in the transition to sustainability-driven circular agri-food supply chains. We employ an end-to-end supply chain investigation, using a consumer-focused survey and a Delphi study of supply chain stakeholders from farm to shelf. Our results suggest that traceability plays a pivotal role in this process. The acceptance of traceability systems begins with the consumer and moves upstream, from fork to farm, acting as a catalyst through stakeholders' adoption towards a circular economy. A change at the consumer level drives changes in the supply chain and eventually at the company level. This study is the first to introduce a traceability angle to the current literature on sustainable agri-food supply chains and its transition to the circular economy.","Anastasiadis F., Manikas I., Apostolidou I., Wahbeh S.",The role of traceability in end-to-end circular agri-food supply chains,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129484942&doi=10.1016%2fj.indmarman.2022.04.021&partnerID=40&md5=3fd10408ab4cb73fce134bed2f355064
"Sustainable Production, Life Cycle Engineering and Management","The transition towards a Circular Economy is a topic of great concern for the textile and fashion industry, since such industry is one of the main polluting in the world. Although Circular Economy is now on the rise in the academia and on the policy agendas, this model is still underdeveloped in practice. Unlike polyester, wool has long been compatible with recycling processes, thus reducing environmental impact and contributing to closing the loop in a Circular Economy. In this context, the industrial district of Prato (Italy) has successfully established a woollen industry based on recycled wool since centuries. Thus, this paper presents three case studies of companies operating in the Prato district, to explore challenges and opportunities of Circular Economy in the textile industry. Design, legislation and competences emerged as the main challenges preventing the uptake, on a larger scale, of this model.","Bressanelli G., Nesi C., Saccani N., Visintin F.",Circular Economy in the Textile Industry: Evidence from the Prato District,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122680296&doi=10.1007%2f978-3-030-90217-9_11&partnerID=40&md5=e555c2ca16b0bb427559e331f18d24d5
Soft Computing,"The transport industry is one of the main contributors to environmental pollution. Assessing the efficiency of this industry helps organizations to enhance their awareness of performance and develop managerial strategies. The need for sustainable development in the transportation industry requires efficiency analysis. Data envelopment analysis (DEA) is a popular approach for efficiency evaluation. Traditional DEA assumes that the dataset should be crisp. However, in real-world problems, there might be imprecise data. On the other hand, the network DEA (NDEA) measures the efficiency of multistage processes. The NDEA models deal with the internal structure of decision-making units (DMUs). This study offers a novel analysis and contribution to the knowledge of efficiency evaluation by (1) proposing a novel robust two-stage NDEA (RTNDEA) model to evaluate the sustainability of supply chains and (2) dealing with undesirable outputs and uncertain conditions for efficiency analysis. The proposed model can fully rank DMUs. To demonstrate the applicability of the proposed approach, the sustainability of intercity passenger transportation is assessed.","Fathi A., Karimi B., Saen R.F.",Sustainability assessment of supply chains by a novel robust two-stage network DEA model: a case study in the transport industry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128316994&doi=10.1007%2fs00500-022-07013-y&partnerID=40&md5=5a070fd90e37e60d6df8337556651f86
Journal of Cleaner Production,"The transport industry is one of the main contributors to environmental pollution. Sustainable supply chain management (SSCM) is an essential subject in the transportation industry. Today, one of the important goals of organizations is to evaluate the sustainability of supply chain (SC) because assessing the efficiency of SCs helps organizations to enhance their awareness of performance and develop managerial strategies. Data envelopment analysis (DEA) is a common technique to assess the sustainability. The objective of this paper is to propose a Malmquist productivity index (MPI) based on network data envelopment analysis (NDEA) model in the presence of integer data, undesirable outputs, and non-discretionary inputs. The NDEA models deal with the internal structure of decision making units (DMUs). The MPI reflects the productivity change over time. The proposed model can fully rank DMUs. To prove the applicability of the proposed model, the sustainability of intercity passenger transportation is evaluated.","Saen R.F., Karimi B., Fathi A.",Assessing the sustainability of transport supply chains by double frontier network data envelopment analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128340331&doi=10.1016%2fj.jclepro.2022.131771&partnerID=40&md5=009ae1d861970d01c8ace00ea61624bd
"2022 IEEE International Conference on Environment and Electrical Engineering and 2022 IEEE Industrial and Commercial Power Systems Europe, EEEIC / I and CPS Europe 2022","The transport sector in general, and freight transport in particular, releases a significant share of Greenhouse Gases (GHG) and is the major responsible source for global climate change. The mass-market retail sector plays an important role in this context. Notwithstanding growing attention towards sustainability, calculations of the carbon footprint and related mitigation actions in this sector are mainly carried out with reference only to the premises of the company, i.e., accounting for direct emissions from its facilities, while very little is known and done about the emissions caused by logistics and transport activities along the supply chain. This paper fills a gap in the literature, by presenting a case study of tank-to-wheel carbon emissions of a small-medium retail cooperative company located in the Campania region. The company's entire yearly transport attracted and generated has been reconstructed using company data and direct observations of warehouses, distribution centres, and stores. Interestingly, customers of retail stores have also been investigated to calculate their overall carbon footprint. Tank-to-wheel emissions were calculated using COPERT software. The analysis reveals interesting prospects for the carbon footprint of the retail sector and suggests a number of complementary actions to be implemented to make freight transport operations in the sector more sustainable.","Romano A., Tocchi D., Tinessa F., Marzano V., Simonelli F.",Analysis of the carbon footprint of freight transport in the mass market retail sector: a case study in Campania (Italy),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137989032&doi=10.1109%2fEEEIC%2fICPSEurope54979.2022.9854699&partnerID=40&md5=a559b2b000c3fa587159e06f1e87ca14
Sustainable Development,"The transportation sector has a strong negative impact on the environment and therefore requires new sustainable development measures. This paper proposes a new indicator of sustainability in transport obtained through a multi-criteria analysis based on Eurostat data and a panel of 10 academics. The results show a positive performance of Sweden in the period 2015–2019 and a small number of countries above the European average. Furthermore, a quantitative analysis based on these experts identifies the critical success factors associated with purchasing electric vehicles. The greatest importance is assigned to purchase cost, followed by battery autonomy. Our analysis proposes that electric vehicles are unable to achieve a sustainable transition unless three conditions are met: (i) use of renewable sources, (ii) local industrial development of the sector, and (iii) battery recycling. Therefore, Europe urgently needs to realize new industrial activities and avoid social unsustainability. The long-term objective of a policy plan is to promote independence from external sources of energy, materials, and other resources.","D'Adamo I., Gastaldi M., Ozturk I.","The sustainable development of mobility in the green transition: Renewable energy, local industrial chain, and battery recycling",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139190335&doi=10.1002%2fsd.2424&partnerID=40&md5=ba725c5dedbaebcc33c0c3df74404f80
Sustainability (Switzerland),"The tremendous urbanization pace of India calls for higher efficiency in housing development, currently typified by low productivity and poor sustainability performance. Although off-site construction (OSC) is a method of widely acknowledged efficiency, its current uptake in India is very low, and the factors hindering its wider adaptation have not been comprehensively researched. This paper employs interviews with experts, a questionnaire survey and the interpretive structural modelling (ISM) technique to achieve the following objectives: first, to reveal which factors are perceived as top barriers for OSC implementation in India; second, to develop a hierarchical model presenting the causality between these factors; and third, to propose the initiatives required for barriers with high impact on other barriers to be most efficiently tackled. The survey findings show that the barriers perceived as most important from the professionals’ point of view are design inflexibility, difficulties in storage and transportation, supply chain weaknesses, initial capital requirements and lack of skills. The ISM reveals, though, that the underlying causes for these barriers lie with factors such as public procurement regulations and the fragmentation of the sector. Therefore, the latter are the barriers that need to be targeted in priority, as per the suggested strategies.","Marinelli M., Konanahalli A., Dwarapudi R., Janardhanan M.",Assessment of Barriers and Strategies for the Enhancement of Off-Site Construction in India: An ISM Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131552785&doi=10.3390%2fsu14116595&partnerID=40&md5=afc3113f5e37b5dd9149a27ebd5119d2
Journal of Cleaner Production,"The tropical fruit sector plays a crucial role in global agriculture due to its growth and contribution to food security. However, this sector has been identified as the source of several environmental externalities, attracting researchers, policy-makers and sectoral actors to promote alternative practices within food systems that would aid in moving towards sustainability according to Agenda 2030) of the United Nations. Central America and the Caribbean Region is among the leading fruit producers, and pineapple is the second most-consumed tropical fruit globally, with the Dominican Republic as the fourth largest producer in the region. This work aims to test with policy-makers how the Life Cycle Thinking (LCT) approach applied to the pineapple production of the Dominican Republic could be integrated into policy decision tools. It began with a context analysis focused on the country's agriculture, stakeholders, and policy setting. Then a Life Cycle Assessment and Environmental Life Cycle Costing were performed to evaluate the sustainability of agri-food products. Data collection was carried out in two groups of farms. The functional unit was the serving of fruit per hectare with system boundaries from cradle-to-gate, including land preparation, production, and harvesting up to the gate of the farm. The environmental analysis entailed impact categories, such as climate change, freshwater eutrophication, human toxicity and fossil resource scarcity, while the costing analysis included the US dollars spent to produce a serving of pineapple. Finally, a two-stage Delphi was applied to obtain the view of experts in regards to the use of LCT in the policies of this productive sector. The results showed that the main environmental and cost hotspots were located at the production stage, primarily due to the use of fertilizers. Consulted experts considered LCT was useful as input for monitoring, addressing hotspots and guiding decision-making processes for the sustainability of the sector; hence it would be an asset if integrated into policy decision tools. The integration of methods for this analysis represents an innovative approach for the study and policy-making of agri-food products as pineapple, with the utmost purpose of reaching improved sustainability within the supply chain of agri-food products in similar conditions as the ones present in the studied case.","García-Herrero L., Brenes-Peralta L., Leschi F., Vittuari M.",Integrating Life Cycle Thinking in a policy decision tool: Its application in the pineapple production in Dominican Republic,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130330523&doi=10.1016%2fj.jclepro.2022.132094&partnerID=40&md5=377a693bc3d22014160b6a37581a2053
Transportation Research Record,"The U.S. maritime transportation system is a foundational element of the national supply chain, and its operators are under immense pressure to ensure that its ports can reliably and efficiently support supply chain demands despite their exposure to potential disruptions. Understanding the connectivity of these ports is critical to describing the robustness of port network regions in the face of disruption. In this work, Marine Cadastre Automatic Identification System data are utilized to describe a network of 62 interconnected ports (‘‘nodes’’) within the U.S. maritime transportation system. This network is analyzed with community detection via label propagation to quantitatively identify regions of the U.S. port network based on shared vessel traffic and examined with the PageRank algorithm to identify ports that are critical to regional traffic flow. The detected communities of the U.S. port network were driven by physical proximity in many instances. However, the Mississippi River and Gulf ports were split based on the predominant vessel type of each port. Additionally, ports along the Gulf often received lower PageRank scores than West coast ports of similar size. Quantitatively identifying port network regions and critical ports are valuable capabilities for discussion of regional robustness or investments to increase region-wide resilience.","Young D.L., Scully B.M., Chambers K.F.",Resilience-Focused Analysis of the United States Maritime Transportation System Using Automatic Identification System Data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135566910&doi=10.1177%2f03611981221082561&partnerID=40&md5=582f71645b4d9b3d3b2fc2b847a8f127
